transaction_amount,transaction_time,user_id,location,is_fraud
46.92680899768591,22,1591,US,0
301.0121430917521,3,1489,US,0
131.67456935454493,17,1826,US,0
91.29425537759532,4,1152,OTHER,0
16.962487046234628,15,1016,ASIA,0
16.959629191460518,13,1550,US,0
5.983876860868068,18,1844,US,0
201.12308644799396,13,1347,EU,0
91.90821536272645,8,1458,ASIA,0
123.12500617045903,5,1201,US,0
2.0799307999138623,16,1422,US,0
350.3557475158312,18,1279,OTHER,0
178.6429543354675,11,1421,EU,0
23.8687625248947,3,1599,US,0
20.067898874966335,15,1992,EU,0
20.261142283225706,10,1464,US,0
36.27537294604771,21,1952,US,0
74.39278308608544,3,1811,OTHER,0
56.55370667803366,16,1803,US,0
34.42229925539415,7,1354,US,0
94.63708738997987,13,1581,EU,0
15.023452872733866,1,1377,ASIA,0
34.551551200240226,10,1123,ASIA,0
45.6277218220847,10,1079,US,0
60.893468785977504,23,1556,EU,0
153.7936011030912,21,1987,EU,0
22.273586212869027,23,1232,US,0
72.20291550331277,5,1479,EU,0
89.75047213097605,20,1153,US,0
4.756384975640855,20,1906,OTHER,0
93.533302064961,13,1691,EU,0
18.696125197741644,9,1408,US,0
6.726393087930424,7,1030,EU,0
297.3687793506931,6,1596,US,0
337.06303424611724,7,1556,EU,0
165.23315728128767,7,1502,US,0
36.32878599687583,22,1370,US,0
10.277731500250624,1,1322,ASIA,0
115.27507630986618,15,1331,ASIA,1
58.009084258539836,8,1242,US,1
13.015223395444863,12,1551,EU,1
68.35472281341501,22,1429,EU,0
3.4993721443479084,11,1181,US,0
240.04228873930236,21,1808,US,0
29.94577768406861,16,1472,ASIA,0
108.62557985649804,1,1375,US,0
37.354658165762366,12,1080,OTHER,0
73.41108959092286,0,1549,EU,0
79.12237979817975,18,1867,ASIA,0
20.438859950790576,10,1419,US,0
349.28071327362267,4,1466,ASIA,0
149.22453771381407,0,1427,US,0
280.50944192915824,19,1056,ASIA,0
225.21519975341965,12,1321,US,0
91.1054412383275,7,1976,US,0
254.9435379269405,5,1541,US,0
9.265545895311563,16,1494,US,0
21.813469463126744,11,1265,EU,0
4.628196568683196,0,1226,EU,0
39.35320868030868,2,1828,EU,0
49.21302917942186,13,1958,US,0
31.65604432088257,7,1803,US,0
176.45578652409338,10,1053,ASIA,0
44.12269995298701,13,1608,ASIA,0
32.98028401342492,7,1960,US,0
78.2407083207746,2,1977,EU,0
15.189814782062886,6,1003,ASIA,0
162.04835957747312,18,1438,ASIA,0
7.747586881130901,3,1309,US,0
433.41463395873194,15,1878,ASIA,0
147.94837762415114,12,1602,US,0
22.153944050588596,19,1088,ASIA,0
0.5537420375935475,18,1319,US,0
168.9896777486126,4,1374,EU,0
122.70959073870446,22,1603,EU,0
130.5662908787999,4,1500,US,0
147.52145260435134,19,1661,EU,0
7.692926551379635,23,1233,ASIA,0
44.38926724162325,3,1920,US,0
12.315010460444965,1,1336,US,0
198.85295716582226,12,1570,US,0
97.63011917123741,15,1184,EU,0
40.1818801251301,21,1437,ASIA,0
6.566806580478289,1,1555,ASIA,0
37.24883504103537,18,1179,US,0
39.331421318413135,16,1075,US,0
130.7875783957741,4,1655,US,0
101.488935892602,17,1612,OTHER,1
218.22519124015147,22,1892,US,0
63.90661333763098,20,1271,US,0
12.73723936155019,17,1976,EU,0
124.91263443165994,7,1054,ASIA,1
143.0392753076864,14,1700,US,0
82.38874948858287,12,1862,US,0
147.38899667213644,12,1846,EU,0
68.0814731510278,15,1076,EU,0
73.9678838777267,21,1295,US,0
55.781419390842736,19,1218,EU,0
2.574777399011373,12,1276,EU,0
11.416743519186584,19,1577,ASIA,0
3.1933681293053824,1,1647,US,0
101.17295509275495,2,1745,US,0
37.73967087950999,14,1710,ASIA,1
71.04371771341901,22,1265,ASIA,0
238.12655298459754,18,1952,ASIA,0
28.673882298329833,12,1899,ASIA,0
52.82819748826726,4,1042,US,0
140.87491475385835,21,1360,US,0
25.980515691739402,5,1227,US,0
8.010427855017637,13,1226,OTHER,0
34.21403038870571,3,1062,US,1
17.580835850006284,21,1170,US,0
265.4950085880625,18,1962,US,0
165.08870804845694,22,1761,ASIA,0
100.34941905205311,6,1849,ASIA,0
205.1519730520813,3,1761,OTHER,0
162.79689407405564,1,1306,US,0
20.649547635863907,6,1749,EU,0
223.0813405235561,2,1567,US,0
77.5099901966172,14,1682,US,0
164.73482913035662,0,1919,US,0
226.42426492862313,1,1991,US,0
38.27307164183185,9,1033,EU,0
11.659216012385084,15,1826,OTHER,0
25.868674613938136,14,1641,US,0
55.70576927486144,23,1129,OTHER,0
170.3829726638945,14,1393,US,0
197.13449718798333,13,1150,US,0
0.6976409181650647,21,1654,US,0
71.48761593385558,13,1629,US,0
54.02733209186713,5,1715,US,0
25.11673382758245,13,1383,EU,0
12.768039154564681,16,1746,ASIA,0
41.190857986243245,17,1016,ASIA,0
286.31211226911495,19,1593,US,0
39.03838028814744,18,1013,ASIA,0
73.1452805760152,16,1080,EU,0
121.40869768808548,15,1206,OTHER,0
45.197449896696234,7,1203,US,1
356.77981382916994,6,1378,OTHER,0
328.2009864541398,19,1783,ASIA,0
29.006129499220528,11,1543,ASIA,0
68.76592784638473,8,1022,US,0
35.79304600790468,13,1613,US,0
33.52496763810817,19,1161,EU,0
3.758447776552253,0,1609,US,0
94.04920709825932,9,1143,US,0
69.85196328296385,16,1929,OTHER,0
5.285108738039248,16,1103,US,0
32.662592101036935,16,1381,US,0
238.88609510893403,3,1454,EU,0
27.386055214207705,16,1416,US,0
15.653086098546975,17,1323,EU,0
67.22721094736363,19,1170,EU,0
424.40369826152596,22,1575,US,0
27.71448135597262,1,1755,ASIA,0
111.51550102972934,7,1582,US,0
143.3887626239463,12,1273,ASIA,0
27.133317233580577,22,1451,OTHER,0
130.2748928492316,21,1880,US,0
45.8522799264304,19,1124,ASIA,0
100.05037477317713,21,1382,EU,0
100.38378271376382,14,1316,US,0
76.73852499523488,19,1842,US,0
9.462915881162095,22,1106,US,0
180.3644794246297,8,1659,OTHER,0
38.68102936673966,2,1906,US,0
20.643210660755653,2,1462,US,0
4.1629759794345205,1,1429,US,0
89.37784045945834,0,1703,EU,0
113.18517342673489,13,1336,OTHER,0
1.672694755847062,16,1737,EU,0
71.76305845494883,12,1753,US,0
25.682414705495766,18,1495,US,0
103.61243415476919,22,1971,US,0
19.160422253913374,14,1361,US,0
117.4212527567719,13,1795,EU,0
48.89587009811018,1,1431,US,0
276.0343817804307,6,1674,ASIA,0
14.794441343927895,16,1519,EU,0
41.713243399517175,17,1858,ASIA,0
12.044428503699642,5,1405,OTHER,1
258.61903971507235,20,1376,OTHER,0
209.8333707160994,7,1151,US,0
29.83273700614889,1,1321,OTHER,0
107.87627390439145,0,1606,ASIA,0
169.94840726392212,15,1213,ASIA,0
81.01323606865081,6,1575,US,0
75.42794101939461,21,1064,US,0
27.687704543790314,23,1892,OTHER,0
9.772614047494073,10,1269,US,0
227.51232251945228,14,1536,US,0
230.67744276484268,12,1995,US,0
100.26699194828848,23,1099,OTHER,0
41.40465098113239,1,1104,US,0
42.95676158116439,13,1130,OTHER,0
129.4465429727118,23,1388,US,0
227.40973491072523,5,1320,US,1
218.1132569396613,8,1437,US,0
151.3562191930903,6,1018,EU,0
